_id,No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
1037,1037,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4070,4199,2022-05-10T00:00:00
1038,1038,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6734,7368,2022-05-10T00:00:00
1039,1039,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1985,2121,2022-05-10T00:00:00
1040,1040,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,8390,8739,2022-05-10T00:00:00
1041,1041,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,6799,5610,2022-05-11T00:00:00
1042,1042,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6898,6805,2022-05-11T00:00:00
1043,1043,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2293,2248,2022-05-11T00:00:00
1044,1044,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3650,3536,2022-05-11T00:00:00
1045,1045,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4052,4110,2022-05-11T00:00:00
1046,1046,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6751,7429,2022-05-11T00:00:00
1047,1047,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2079,2148,2022-05-11T00:00:00
1048,1048,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,8469,9105,2022-05-11T00:00:00
1049,1049,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,6840,6106,2022-05-12T00:00:00
1050,1050,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7235,7172,2022-05-12T00:00:00
1051,1051,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2339,2271,2022-05-12T00:00:00
1052,1052,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3701,3617,2022-05-12T00:00:00
1053,1053,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4091,4166,2022-05-12T00:00:00
1054,1054,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6920,7581,2022-05-12T00:00:00
1055,1055,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2061,2225,2022-05-12T00:00:00
1056,1056,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9201,9250,2022-05-12T00:00:00
1057,1057,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,7043,5872,2022-05-13T00:00:00
1058,1058,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6661,6375,2022-05-13T00:00:00
1059,1059,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2141,1953,2022-05-13T00:00:00
1060,1060,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3339,3170,2022-05-13T00:00:00
1061,1061,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3865,3804,2022-05-13T00:00:00
1062,1062,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6595,7308,2022-05-13T00:00:00
1063,1063,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1874,2094,2022-05-13T00:00:00
1064,1064,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,7814,8756,2022-05-13T00:00:00
1065,1065,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,6498,5311,2022-05-14T00:00:00
1066,1066,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,5309,5349,2022-05-14T00:00:00
1067,1067,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1240,1218,2022-05-14T00:00:00
1068,1068,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2431,2303,2022-05-14T00:00:00
1069,1069,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,2654,2972,2022-05-14T00:00:00
1070,1070,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,4575,5104,2022-05-14T00:00:00
1071,1071,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1631,1559,2022-05-14T00:00:00
1072,1072,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,6567,7089,2022-05-14T00:00:00
1073,1073,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,6012,4873,2022-05-15T00:00:00
1074,1074,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,4197,4332,2022-05-15T00:00:00
1075,1075,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,981,945,2022-05-15T00:00:00
1076,1076,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,1808,1909,2022-05-15T00:00:00
1077,1077,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,2347,2474,2022-05-15T00:00:00
1078,1078,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,3636,4164,2022-05-15T00:00:00
1079,1079,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1486,1381,2022-05-15T00:00:00
1080,1080,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,5596,5985,2022-05-15T00:00:00
1081,1081,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,6972,4710,2022-05-16T00:00:00
1082,1082,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,4296,4255,2022-05-16T00:00:00
1083,1083,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,981,1004,2022-05-16T00:00:00
1084,1084,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,1793,1910,2022-05-16T00:00:00
1085,1085,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,2188,2508,2022-05-16T00:00:00
1086,1086,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,3618,4392,2022-05-16T00:00:00
1087,1087,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,1309,1468,2022-05-16T00:00:00
1088,1088,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,5249,6159,2022-05-16T00:00:00
1089,1089,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,7739,6030,2022-05-17T00:00:00
1090,1090,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7212,7262,2022-05-17T00:00:00
1091,1091,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2503,2430,2022-05-17T00:00:00
1092,1092,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4062,3988,2022-05-17T00:00:00
1093,1093,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4313,4750,2022-05-17T00:00:00
1094,1094,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7718,8250,2022-05-17T00:00:00
1095,1095,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2076,2294,2022-05-17T00:00:00
1096,1096,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9278,9897,2022-05-17T00:00:00
1097,1097,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,7622,5544,2022-05-18T00:00:00
1098,1098,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7165,7221,2022-05-18T00:00:00
1099,1099,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2576,2525,2022-05-18T00:00:00
1100,1100,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4100,3969,2022-05-18T00:00:00
1101,1101,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4406,4492,2022-05-18T00:00:00
